name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
Bistro Racine,"A casual vibe and good food depict the Racine, whose",ONE_STAR,Braine-le-Château,Belgium,50.6819781,4.2731124,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e101c971012f4017afb65137b16e0c94,Jimmy Collodoro,Modern Cuisine,,https://guide.michelin.com/en/brabant-wallon/braine-le-chteau/restaurant/bistro-racine,https://guide.michelin.com/en/brabant-wallon/braine-le-chteau/restaurant/bistro-racine
Atomix,The opening of Atomix in 2018 brought about a paradigm,TWO_STARS,New York,United States,40.7443058,-73.9826751,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c01040dc-a1cb-4f69-8529-797723ba6dd7.jpg,Rubén Hernandez Mosquero,Korean,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atomix
Largo do Paço,Occupying an attractive aristocratic house with a classically elegant interior,ONE_STAR,Amarante,Portugal,41.26843,-8.07742,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1109b82b-7328-4f7a-9e3a-87ac751f1492.jpg,Tiago Bonito,Modern Cuisine,,https://guide.michelin.com/en/porto-region/amarante/restaurant/largo-do-paco,https://guide.michelin.com/en/porto-region/amarante/restaurant/largo-do-paco
L'Auberge Basque,"This farmhouse has a contemporary - style wing, overlooking Larrun mountain",ONE_STAR,Saint-Pée-sur-Nivelle,France,43.3679206,-1.5843119,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bd3bbb2e-b11c-4fec-91e3-149645d0df2c.jpg,Cédric Béchade,Creative,,https://guide.michelin.com/en/nouvelle-aquitaine/saint-pe-sur-nivelle/restaurant/l-auberge-basque,https://guide.michelin.com/en/nouvelle-aquitaine/saint-pe-sur-nivelle/restaurant/l-auberge-basque
Summer Pavilion,The Chihuly lounge is a great place for a drink,ONE_STAR,Singapore,Singapore,1.291284,103.8603,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f5e9756a-68f1-4d88-acd5-81969660ab2f.jpg,,Cantonese,,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavillion,https://guide.michelin.com/en/singapore-region/singapore/restaurant/summer-pavillion
Schwarzer Adler,The Keller family's restaurant boasts more than a charming,ONE_STAR,Vogtsburg im Kaiserstuhl,Germany,48.0951733,7.655949,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c5294421e0ba4518ae009316e1a42793,Christian Baur,Classic French,,https://guide.michelin.com/en/baden-wurttemberg/vogtsburg-im-kaiserstuhl/restaurant/schwarzer-adler,https://guide.michelin.com/en/baden-wurttemberg/vogtsburg-im-kaiserstuhl/restaurant/schwarzer-adler
Wagokoro Izumi,Owner-chef Masaki Izumi regards Japanese cuisine as the heart,TWO_STARS,Kyoto,Japan,35.000915,135.760466,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4d5f38d2-ab5a-411d-9591-ce815f6c73c1.JPG,Masaki IZUMI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/wagokoro-izumi,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/wagokoro-izumi
Lillas Pastia,An elegant and distinguished restaurant occupying the ground floor of,ONE_STAR,Huesca,Spain,42.13591,-0.4091598,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9f06b9d094414e39aa7370cbf65d7446,Carmelo Bosque Allue,Modern Cuisine,Market Cuisine,https://guide.michelin.com/en/aragon/huesca/restaurant/lillas-pastia,https://guide.michelin.com/en/aragon/huesca/restaurant/lillas-pastia
La Voile - La Réserve Ramatuelle,"Sunshine, nature and the sea set the scene for this",TWO_STARS,Ramatuelle,France,43.1906565,6.6496163,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/29357cce-9618-4d12-b205-756082708594.jpg,Éric Canino,Modern Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/ramatuelle/restaurant/la-voile,https://guide.michelin.com/en/provence-alpes-cote-dazur/ramatuelle/restaurant/la-voile
Quadri,Quadri serves traditional Venetian cuisine interpreted with a contemporary twist,ONE_STAR,Venice,Italy,45.4342534,12.3379939,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/11d25f089d824c04996be34e58e7171d,Silvio Giavedoni,Modern Cuisine,,https://guide.michelin.com/en/veneto/venezia/restaurant/quadri,https://guide.michelin.com/en/veneto/venezia/restaurant/quadri
Mãos,Part of the Blue Mountain School – a creative space spread,ONE_STAR,London,United Kingdom,51.5244713,-0.0752712,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ddfbce07ed274e109c1453ba80a39fbc,Edoardo Pellicano,Innovative,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/maos,https://guide.michelin.com/en/greater-london/london/restaurant/maos
Sushi Ginza Onodera,"Even in Tokyo’s smart Ginza district, sushiyas tend to",ONE_STAR,New York,United States,40.752396,-73.981575,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e31cb48d-68c2-444e-a4db-2df0f5bc1236.JPG,Takuya Kubo,Japanese,Sushi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-ginza-onodera
Francie,"Native New Yorker Chef Chris Cipollone, who cut his teeth",ONE_STAR,New York,United States,40.7103459,-73.9637588,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/76bc8f08-a089-449a-8d30-1a81b9c9776e.jpg,Chris Cipollone,Contemporary,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/francie,https://guide.michelin.com/en/new-york-state/new-york/restaurant/francie
Il Bavaglino,A renovated restaurant that has retained its intimate appeal despite,ONE_STAR,Terrasini,Italy,38.15514,13.08189,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/95e5069a41304906a7cde0fbe4d43f31,Giuseppe Costa,Creative,Contemporary,https://guide.michelin.com/en/sicilia/terrasini/restaurant/il-bavaglino,https://guide.michelin.com/en/sicilia/terrasini/restaurant/il-bavaglino
Olo,"An attractive harbourside townhouse plays host to this cool, minimalist",ONE_STAR,Helsinki,Finland,60.1680792,24.9548241,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1170d105-0e3f-48e6-bb21-c6f583141b16.jpg,,Modern Cuisine,,https://guide.michelin.com/fi/en/uusimaa/helsinki/restaurant/olo,https://guide.michelin.com/en/uusimaa/helsinki/restaurant/olo
Azabu Kadowaki,The surprising and delightful dishes here stem from owner-chef,THREE_STARS,Tokyo,Japan,35.655993,139.733551,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/140b4879-e321-4679-ae7c-68ad22a4087b.jpg,Toshiya KADOWAKI,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/azabu-kadowaki,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/azabu-kadowaki
Un Parfum de Gourmandise,Sébastien Riou and Katell Kergadallan have managed to capitalise on,ONE_STAR,Périgueux,France,45.17756,0.73009,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6075ee7781644a00837d77b97dc56827,Sébastien Riou,Creative,,https://guide.michelin.com/en/nouvelle-aquitaine/prigueux/restaurant/un-parfum-de-gourmandise,https://guide.michelin.com/en/nouvelle-aquitaine/prigueux/restaurant/un-parfum-de-gourmandise
Gasthof Krone,This lovely 500 year-old inn serves good classic cuisine,ONE_STAR,Waldenbuch,Germany,48.6382832,9.1323653,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3f6c65c6-71c3-436c-ada2-60fdb46024c1.JPG,Erik Metzger,Classic Cuisine,,https://guide.michelin.com/en/baden-wurttemberg/waldenbuch/restaurant/gasthof-krone,https://guide.michelin.com/en/baden-wurttemberg/waldenbuch/restaurant/gasthof-krone
Al's Place,Vegetables are the star of the menu at this bright,ONE_STAR,San Francisco,United States,37.748924,-122.42013,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f0f5fe73dabc4005bec783e5386110ec,Aaron London,Californian,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/al-s-place,https://guide.michelin.com/en/california/san-francisco/restaurant/al-s-place
La Palta,Situated in a small hamlet in the depths of the,ONE_STAR,Borgonovo Val Tidone,Italy,44.9922314,9.4694233,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6c8c67b8047a4614b4eae21226540c4c,Isa Mazzocchi,Creative,,https://guide.michelin.com/en/emilia-romagna/borgonovo-val-tidone/restaurant/la-palta,https://guide.michelin.com/en/emilia-romagna/borgonovo-val-tidone/restaurant/la-palta
Sushi Wadatsumi,The longstanding sushi fixture in Sheung Wan moved to this,ONE_STAR,Hong Kong,Hong Kong,22.29504,114.17497,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/074924e0-bb75-47de-943a-7c651712342a.jpg,,Sushi,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi-1197866,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi-1197866
Antiqvvm,Antiqvvm enjoys a unique location in a park in the,ONE_STAR,Porto,Portugal,41.14776,-8.62831,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5e472f0c-4313-422e-85e6-e9d615f8e3da.jpg,Vitor Matos,Creative,,https://guide.michelin.com/en/porto-region/porto/restaurant/antiqvvm,https://guide.michelin.com/en/porto-region/porto/restaurant/antiqvvm
Alan Geaam,"Everyone has heard of the American dream, but Alan Geaam",ONE_STAR,Paris,France,48.8714855,2.2923267,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/90dc9d96762142088789ab3db4fc8535,Alan Geaam,Creative,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alan-geaam,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alan-geaam
Parizzi,The charm and confidence of the female owner of this,ONE_STAR,Parma,Italy,44.7996181,10.3367404,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d33a6d37dbbd4984a6e14be7eaed6ead,Marco Parizzi,Creative,,https://guide.michelin.com/en/emilia-romagna/parma/restaurant/parizzi,https://guide.michelin.com/en/emilia-romagna/parma/restaurant/parizzi
La Rotonde,In this pleasantly leafy area on the outskirts of town,ONE_STAR,Charbonnières-les-Bains,France,45.7874092,4.7319215,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e8e6db30-0f1e-4e2c-8509-1f8a46dcefdc.jpg,Jean-François Malle,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/charbonnires-les-bains/restaurant/la-rotonde4480,https://guide.michelin.com/en/auvergne-rhone-alpes/charbonnires-les-bains/restaurant/la-rotonde4480
the K by mauro colagreco,"Unfortunately, this tasteful restaurant in the elegant Kulm Hotel St",ONE_STAR,Saint Moritz,Switzerland,46.4996168,9.8417787,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/39f94929dcab44898ba3ad2dc31da888,Mauro Colagreco,French,,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/the-k-by-mauro-colagreco,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/the-k-by-mauro-colagreco
Les Pêcheurs,Les Pêcheurs is a superb restaurant anchored at the water,ONE_STAR,Antibes,France,43.5614989,7.1185726,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9679a9ac-4f42-4a31-b415-727b22bb9b0b.jpg,Nicolas Rondelli,Mediterranean Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/les-pecheurs,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/les-pecheurs
Quinsou,"Opposite Ferrandi, the French School of Culinary Arts, Quinsou – ""chaffinch",ONE_STAR,Paris,France,48.8476485,2.325489,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6dec7f35-670f-4e76-a8fa-c3f8cc845911.jpg,Antonin Bonnet,Creative,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/quinsou,https://guide.michelin.com/en/ile-de-france/paris/restaurant/quinsou
dasRestaurant,(Currently limited opening hours due to Covid-19). An,ONE_STAR,Thun,Switzerland,46.744686,7.634247,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/506266b2bdf64ce2ab020d861a35bf82,Dominik Sato,Modern Cuisine,International,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant
Miguel González,"A gastronomic discovery in this small village, accessed via a",ONE_STAR,Pereiro de Aguiar,Spain,42.3494457,-7.8129997,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/50d7d3a6bcff44f184f7a3316f869d3a,Miguel González Quintela,Contemporary,,https://guide.michelin.com/en/galicia/pereiro-de-aguiar/restaurant/miguel-gonzalez,https://guide.michelin.com/en/galicia/pereiro-de-aguiar/restaurant/miguel-gonzalez
Ora,"A small, homely restaurant with eight tables and a counter",ONE_STAR,Helsinki,Finland,60.1577677,24.9426803,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ce0d8220-4915-4904-bb0f-8e4468844d2d.jpg,Sasu Laukkonen,Modern Cuisine,,https://guide.michelin.com/fi/en/uusimaa/helsinki/restaurant/ora,https://guide.michelin.com/en/uusimaa/helsinki/restaurant/ora
The Marcel,A former working-class eatery is now the smart gourmet,ONE_STAR,Sète,France,43.4026375,3.6981431,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f32314f3-c855-40aa-8b93-44d11569fd6f.jpg,Denis Martin,Mediterranean Cuisine,Modern Cuisine,https://guide.michelin.com/en/occitanie/ste/restaurant/the-marcel,https://guide.michelin.com/en/occitanie/ste/restaurant/the-marcel
Restaurant Hywel Jones by Lucknam Park,A mile-long tree-lined drive sets the scene as,ONE_STAR,Colerne,United Kingdom,51.4562596,-2.2587232,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/bc2f9934bb634d86953b43e70d405e2d,Hywel Jones,Modern British,,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,https://guide.michelin.com/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park
Takumi by Daisuke Mori,"Named after its executive chef from Japan, this restaurant features",ONE_STAR,Hong Kong,Hong Kong,22.2766457,114.1772288,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/050341a9b34145f1941840e327d1ca0a,Daisuke MORI,Innovative,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori
Syttende,This restaurant is situated on the 17th floor of the,ONE_STAR,Sønderborg,Denmark,54.9139503,9.7833821,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/af818506-67d5-4e2a-b05b-c5745d72bf93.jpg,Jesper Koch,Modern Cuisine,Danish,https://guide.michelin.com/dk/en/southern-denmark/sonderborg/restaurant/syttende,https://guide.michelin.com/en/southern-denmark/sonderborg/restaurant/syttende
Michel Sarran,"Slightly out of the city centre, Michel Sarran's restaurant",TWO_STARS,Toulouse,France,43.6072744,1.4345204,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/08bcd0ea-35f0-438e-b9e1-127a5f0b701b.jpg,Michel Sarran,Creative,,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran
Baluarte,A restaurant occupying an impressive location within an aristocratic building,ONE_STAR,Soria,Spain,41.7625609,-2.4656422,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ba8bdafac9634395869894e2ff5957f4,Óscar Javier García Marina,Modern Cuisine,,https://guide.michelin.com/en/castilla-y-leon/soria/restaurant/baluarte,https://guide.michelin.com/en/castilla-y-leon/soria/restaurant/baluarte
El Rincón de Juan Carlos,Discover the highly surprising cuisine of the Padrón brothers at,ONE_STAR,Adeje,Spain,28.1018325,-16.7535126,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c220b6b2453545ddb8d51dff3ba3b25e,,Creative,,https://guide.michelin.com/en/canarias/adeje/restaurant/el-rincon-de-juan-carlos-1194880,https://guide.michelin.com/en/canarias/adeje/restaurant/el-rincon-de-juan-carlos-1194880
Agapé,"Soft hues, a sculpture by Nathalie Decoster, and paintings by",ONE_STAR,Paris,France,48.885054,2.3070328,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9cfe5d08-3c51-49e2-a4ce-260d6f68a213.jpg,Benoît Dumas,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/agape,https://guide.michelin.com/en/ile-de-france/paris/restaurant/agape
La Réserve Rimbaud,"Intelligent compositions centred on Languedoc-Roussillon produce, subtle interplays of",ONE_STAR,Montpellier,France,43.6171176,3.8930311,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bbb1dfaf-e124-4550-b8f2-3d7cd5bbfa54.jpg,Charles Fontès,Modern Cuisine,,https://guide.michelin.com/en/occitanie/montpellier/restaurant/la-reserve-rimbaud,https://guide.michelin.com/en/occitanie/montpellier/restaurant/la-reserve-rimbaud
Riff,A centrally located and meticulously appointed restaurant with a studied,ONE_STAR,Valencia,Spain,39.4657836,-0.3684603,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ba3ca5b42f6d450ca39649060c3d62f5,Bernd Horst Knöller,Creative,Modern Cuisine,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/riff,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/riff
Sushi Taro,Sushi aficionados know to give this beloved Dupont Circle gem,ONE_STAR,Washington,United States,38.909992,-77.03834,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2ecc8cfdcde649098b9b73be1dca5555,Masaya Kitayama,Japanese,Seasonal Cuisine,https://guide.michelin.com/us/en/district-of-columbia/washington-dc/restaurant/sushi-taro,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/sushi-taro
Yugo,A Japanese restaurant that transports guests to the atmosphere of,ONE_STAR,Madrid,Spain,40.410625,-3.694612,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d6bf35d08db04bbc835ab538e8df7ba2,Julián Mármol Cruz,Japanese,,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/yugo,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/yugo
Choko Ona,"What a delight to see this village inn, closed for",ONE_STAR,Espelette,France,43.3416,-1.4447745,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0faa1464-958c-4c1f-82cd-d2fbf9b51fd7.jpg,Clément Guillemot,Modern Cuisine,Creative,https://guide.michelin.com/en/nouvelle-aquitaine/espelette/restaurant/choko-ona,https://guide.michelin.com/en/nouvelle-aquitaine/espelette/restaurant/choko-ona
Ralf Berendsen,The ingredient is the source of chef Berendsen’s authentic,TWO_STARS,Neerharen,Belgium,50.9152264,5.6676398,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b57d4635aafa43a99ae976a1af0ef7ec,Ralf Berendsen,Creative,,https://guide.michelin.com/en/be-limburg/neerharen/restaurant/ralf-berendsen,https://guide.michelin.com/en/be-limburg/neerharen/restaurant/ralf-berendsen
La Signoria,"Imagine a splendid 18C manor house, nestled in a pine",ONE_STAR,Calvi,France,42.536832,8.7846305,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ef9012c167d340ec95c042bb71b4c187,,Modern Cuisine,,https://guide.michelin.com/en/corse/calvi/restaurant/la-signoria,https://guide.michelin.com/en/corse/calvi/restaurant/la-signoria
Sushi Sanghyeon,This is the eponymous restaurant of Chef Im Sang-hyeon,ONE_STAR,SEOUL,South Korea,37.52187,127.04254,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ff0a9c13-14a9-4d84-984b-e051c278c327.jpg,Sang-hyeon Lim,Sushi,,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/sushi-sanghyeon,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/sushi-sanghyeon
Loiseau des Ducs,"Near the ducal palace, this latest addition to the Loiseau",ONE_STAR,Dijon,France,47.3209005,5.0412635,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bd74442f-14c5-4510-bdf5-83bfc5b2c4e3.jpg,Louis-Phillippe Vigilant,Modern Cuisine,,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs
La Promenade,A father and son team work in the kitchens of,ONE_STAR,Le Petit-Pressigny,France,46.920786,0.9188379,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/88ee08b1-127b-4978-9f33-305dc9e48029.jpg,Jacky Dallais,Modern Cuisine,,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade
jū-ni,"The word ""jūni” is Japanese for “twelve,” which also happens",ONE_STAR,San Francisco,United States,37.77672,-122.43886,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/94181bb2-43ab-41de-a42c-cba8a123eab4.jpg,Geoffrey Lee,Japanese,Sushi,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,https://guide.michelin.com/en/california/san-francisco/restaurant/ju-ni
Le Refuge des Gourmets,"This luxurious, Belle Époque-inspired restaurant has been entirely restored",ONE_STAR,Machilly,France,46.2482745,6.3282703,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/980e6a60-af40-4bac-9109-53ab21ef25a9.jpg,Hubert Chanove,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/machilly/restaurant/le-refuge-des-gourmets,https://guide.michelin.com/en/auvergne-rhone-alpes/machilly/restaurant/le-refuge-des-gourmets
La Marine,With its panoramic view of the sea and the port,ONE_STAR,Barneville-Carteret,France,49.37736,-1.7861,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/42920933-a6ad-4eae-be84-e7a6aca47233.jpg,,Modern Cuisine,,https://guide.michelin.com/en/normandie/barneville-carteret/restaurant/la-marine10158,https://guide.michelin.com/en/normandie/barneville-carteret/restaurant/la-marine10158
Johannesstube,This romantic Stube-style restaurant built using vintage wood is,ONE_STAR,Nova Levante,Italy,46.4296498,11.5334034,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/99d093f44ae04c049053395029213348,Theodor Falser,Modern Cuisine,Regional Cuisine,https://guide.michelin.com/en/trentino-alto-adige/nova-levante/restaurant/johannes-stube,https://guide.michelin.com/en/trentino-alto-adige/nova-levante/restaurant/johannes-stube
Sola,Very close to the quaysides overlooking Notre Dame and yet,ONE_STAR,Paris,France,48.8515799,2.3483585,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d91b02f1bb834661b1173e1e9c268aa1,Kosuke Nabeta,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sola,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sola
halbedel's Gasthaus,"With its stuccoed ceiling, dark parquet flooring and well-matched",ONE_STAR,Bonn,Deutschland,50.6889689,7.1662272,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/315de1ec-c1a3-442e-b99c-cc4805d92317.jpg,Rainer-Maria Halbedel,Modern French,,https://guide.michelin.com/en/nordrhein-westfalen/bonn/restaurant/halbedel-s-gasthaus,https://guide.michelin.com/en/nordrhein-westfalen/bonn/restaurant/halbedel-s-gasthaus
Sushi Matsuura,Starting with tuna noten (the meat just above the head,ONE_STAR,Tokyo,Japan,35.64448,139.727734,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/fb101147-e7a5-4f9e-9d9e-ddd0441c07a7.jpeg,Osamu MATSUURA,Sushi,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/sushi-matsuura,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sushi-matsuura
Ostseelounge,"Set on the fourth floor, this elegant modern restaurant boasts",ONE_STAR,Dierhagen,Germany,54.2879337,12.3245779,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8359daa6c5664ba089ec249987df8b18,Pierre Nippkow,Modern Cuisine,,https://guide.michelin.com/en/mecklenburg-vorpommern/dierhagen/restaurant/ostseelounge,https://guide.michelin.com/en/mecklenburg-vorpommern/dierhagen/restaurant/ostseelounge
Radio,The restaurant in this fine hotel that has retained its,ONE_STAR,Chamalières,France,45.7700755,3.0620044,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0a9d2779-081b-42b8-9060-dee911a1bb15.jpg,Wilfrid Chaplain,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778
